identifier,name,description,ingredients,serving_size,servings,steps,tags,search_terms
48350,Christmas Pasta Salad,"The flavor of this pasta salad is so good, your guests will keep coming back for more. I got this recipe off a package of pasta years ago, and like most of my recipes, I have adapted it to suit a low fat diet.","[""12   ounces    pasta\, christmas design if available ""\,""1 (6   ounce) jar   marinated artichoke hearts""\,""2   teaspoons    lemon juice""\,""3/4  can    kidney bean\, drained and rinsed ""\,""3/4  cup    black olives""\,""1/2  cup    green onion\, sliced ""\,""1/2  cup    celery\, sliced ""\,""1   cup    red bell pepper\, slices ""\,""1   teaspoon    oregano""\,""1 1/2  cups    reduced-calorie Italian dressing""\,""1/2  cup    feta cheese\, crumbled ""]",133,12,"['Drain artichokes\, reserving liquid and quarter them.'\, 'Place pasta in boiling water and cook according to package directions.'\, 'Drain.'\, 'Mix pasta with liquid from artichokes.'\, 'Add lemon juice\, artichokes\, beans\, olives\, green onions\, celery\, bell peppers and oregano.'\, 'Mix gently and chill.'\, 'One hour before serving\, add feta and Italian dressing.'\, 'Mix to coat.'\, 'Serve cool.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'healthy'\, 'salads'\, 'pasta'\, 'easy'\, 'holiday-event'\, 'vegetarian'\, 'dietary'\, 'christmas'\, 'low-cholesterol'\, 'low-saturated-fat'\, 'low-in-something'\, 'pasta-rice-and-grains']","{'healthy'\, 'vegetarian'\, 'pasta'\, 'salad'}"
44221,Christmas Dried Fruitcake,Simple Christmas fruitcake was originally printed in The Finnish Cookbook.,"[""1   cup    butter or 1   cup    margarine\, softened ""\,""1   cup    sugar""\,""4       eggs\, beaten ""\,""2   cups    flour""\,""2   teaspoons    baking powder""\,""1/4  teaspoon    salt""\,""2   teaspoons    orange zest""\,""1   cup   finely chopped mixed dried fruit (prunes\, apricots\, pears\, apples\, etc.)""\,""1   tablespoon    flour""]",1052,1,"['Dust the fruit with the 1 Tablespoon of flour to make it easier to combine with the cake batter.'\, 'Cream the butter/margarine with the sugar until light and lemon colored.'\, 'Add the eggs and beat until thick.'\, 'Sift in the flour\, baking powder and salt.'\, 'Mix into batter\, and then stir in the orange peel and the dried fruit.'\, 'Turn into a well-greased loaf pan (5""x9"").'\, 'Bake in 350-degree oven for 50-60 minutes or until cake tester comes out clean.']","['weeknight'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'desserts'\, 'fruit'\, 'scandinavian'\, 'oven'\, 'european'\, 'holiday-event'\, 'vegetarian'\, 'cakes'\, 'finnish'\, 'dietary'\, 'christmas'\, 'equipment'\, 'number-of-servings'\, '4-hours-or-less']","{'dessert'\, 'vegetarian'}"
271564,Marshmallow Christmas Puddings,"I used to make these at Christmas, now my DD has taken over and she makes them now. So quick and easy and a great recipe for the kids to make for Christmas. I never used measurements or directions so I am hoping you will understand these directions, and I have never counted what amount I get from the packet of marshmallows either, so I will estimate the amount. Larger size marshmallows are needed and I chop red snake lollies for the cherries and slice green jubes for the leaves, but it will not be accepted in the ingredients so I will just put glace cherries and you can decide.","[""30   large    marshmallows""\,""150   g    dark cooking chocolate""\,""30   g    Copha""\,""50   g    white chocolate""\,""2       glace cherries\, chopped ""\,""4       glace cherries\, cut into strips ""]",11,30,"['Place cooking chocolate with copha in a microwave safe bowl.'\, 'Heat on medium power for 2-3 minutes\, stirring often until mixture is melted.'\, 'Stir well until mixture is smooth --'\, 'N.B. careful to not overcook chocolate as chocolate will go hard. (otherwise melt chocolate and copha in bowl over boiling water).'\, 'Press a skewer or fondue fork into the base of a marshmallow and dip each marshmallow  in melted cooking chocolate\, gently tap skewer on side of bowl to allow any excess chocolate to drip off. Remove marchmallow from skewer and place on foil to set.'\, 'Melt white chocolate in a small bowl in the microwave oven (medium power) for 1-2 minutes until melted.'\, 'Using a paper piping bag\, pipe some chocolate onto the top of each marshmallow and drizzle it to look like custard on top and sides.'\, 'Place a few red snakes on top to look like cherries and a 2 green jubes slices for leaves.']","['60-minutes-or-less'\, 'time-to-make'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'holiday-event'\, 'kid-friendly'\, 'dietary'\, 'christmas'\, 'seasonal'\, 'toddler-friendly'\, 'novelty'\, 'number-of-servings']","{'dessert'\, 'pudding'}"
50130,Christmas Mince Pie,From the City Times newspaper.,"[""1   kg   sugar pastry dough""\,""100   g    mixed peel""\,""15   g    currants""\,""10   g    lard""\,""10   g    cardamoms""\,""10   g    cloves""\,""10   g    cinnamon""\,""2       apples\, chopped ""\,""100   g    apple juice""\,""50   g    almonds\, chopped ""]",315,5,"['Mix all the ingredients together.'\, 'Now\, cover the dish and keep aside for a few hours\, preferably\, refrigerate for 1 week.'\, 'Fill into the sugar dough.'\, 'Place in a mould.'\, 'Bake in a pre-heated oven at 180C for 20 minutes.'\, 'Serve warm or chilled.']","['weeknight'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'pies-and-tarts'\, 'desserts'\, 'fruit'\, 'asian'\, 'indian'\, '1-day-or-more'\, 'refrigerator'\, 'holiday-event'\, 'pies'\, 'nuts'\, 'dietary'\, 'christmas'\, 'equipment']","{'dessert'\, 'pie'\, 'indian'}"
86499,Christmas Snow Pudding,This is my grandma Bowden's recipe. She made it every Christmas. sometimes there would be close to 50 people at her house at Christmas time.,"[""24       ladyfingers""\,""1/2  cup    sherry wine""\,""2   envelopes    unflavored gelatin""\,""1   cup   cold water""\,""12       egg whites""\,""1   cup    sugar""\,""2   cups    whipping cream\, whipped ""\,""1   tablespoon    sugar""\,""  maraschino cherry""]",171,10,"['Halve lady fingers lengthwise\, dip in sherry and line botttom of 2 (9x13 inch) shallow pyrex casserolesSprinkle gelatin over cold water in small saucepan.'\, 'Place over low heat about 5 minutes until dissolved.'\, 'stirring constantly.'\, 'Beat egg whites until stiff.'\, 'Gradually add sugar Continue to beat until very stiff.'\, 'Fold in gelatin that has been cooled slightly.'\, 'Spread the egg white mixture over the lady fingers.'\, 'Cover with plastic wrap and refrigerate until congealed.'\, 'Cut snow pudding into desired size squares and place on plate.'\, 'Sweeten whipped cream with sugar.'\, 'Ice top and sides of each square with whipped cream.'\, 'Pour CUSTARD SAUCE over each serving and garnish with a cherry on top.'\, 'CUSTARD SAUCE: 6 egg yolks 1 cup sugar 3 cups milk\, scalded 1 tsp vanilla 1 Tbsp.'\, 'dry sherry wine Beat egg yolks and sugar together.'\, 'Slowly pour in scalded milk.'\, 'Place in double boiler and cook over simmering water until custard coats a spoon.'\, 'Cool and add vanilla and sherry Refrigerate until serving time.'\, 'makes about 3 1/2 cups sauce.']","['60-minutes-or-less'\, 'time-to-make'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'eggs-dairy'\, 'holiday-event'\, 'winter'\, 'eggs'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'seasonal'\, 'low-in-something']","{'dessert'\, 'pudding'\, 'low-sodium'}"
49110,Christmas Snowball Cookies,"Most people refer to these delicious cookies as Mexican Wedding Cakes. Since my children were young, we have always refered to them as Christmas Snowballs because they look just like snowballs covered in powdered sugar!","[""1/2  lb    butter\, at room temperature\,about ""\,""2   cups    powdered sugar""\,""2   teaspoons    vanilla""\,""2   cups    all-purpose flour""\,""1/4  teaspoon    baking powder""\,""1   cup   chopped pecans (about 4 oz.)""]",835,1,"['In a large bowl\, with a mixer on medium speed\, beat 1 cup butter\, 1/2 cup powdered sugar\, and vanilla until smooth.'\, 'In a medium bowl\, mix flour and baking powder.'\, 'Add to butter mixture\, stir to mix\, then beat until well blended.'\, 'Stir in pecans.'\, 'Shape dough into 1-inch balls and place about 1 inch apart on buttered 12- by 15-inch baking sheets.'\, 'Bake in a 300° regular or convection oven until cookies are pale golden brown\, about 25 minutes.'\, 'If baking two sheets at once in one oven\, switch their positions halfway through baking.'\, 'Let cookies stand on sheets until cool enough to handle.'\, 'Place remaining 1 1/2 cups powdered sugar in a shallow bowl.'\, 'Roll warm cookies in powdered sugar to coat all over; discard remaining sugar.'\, 'Set cookies on racks to cool completely.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'hand-formed-cookies'\, 'desserts'\, 'oven'\, 'holiday-event'\, 'cookies-and-brownies'\, 'dietary'\, 'christmas'\, 'egg-free'\, 'free-of-something'\, 'equipment'\, 'number-of-servings']","{'cookie'\, 'dessert'}"
341651,Christmas Cinnamon Loaf,This is a sweet treat I found in Family Circle. Dough has to rise for 30-60 minutes (not included in prep time).,"[""1/2  cup    light brown sugar\, packed ""\,""2   tablespoons    butter\, melted ""\,""1   tablespoon    ground cinnamon""\,""1   loaf    frozen white bread dough\, thawed ""\,""1   cup    confectioners\\u0027 sugar""\,""1   tablespoon    milk""]",28,10,"['Heat oven to 350 degrees.'\, 'Coat a rimmed baking sheet with nonstick cooking spray.'\, 'Mix together the brown sugar\, butter and cinnamon.'\, 'Roll dough to a 12x10-inch rectangle.'\, 'Top with sugar mixture.'\, 'Starting at one long side\, fold dough in thirds to enclose filling.'\, 'Pinch seam tightly to seal.'\, 'Pinch ends and tuck under.'\, 'Set on baking sheet\, seam-side down; cover with plastic wrap.'\, 'Place in a warm spot; let rise for 30 minutes to an hour\, until doubled in size.'\, 'Remove plastic wrap.'\, 'Bake at 350 degrees for 25 minutes\, until puffed and golden.'\, ""Blend confectioners' sugar and mix until smooth.""\, 'Spread over still-warm loaf.'\, 'Cut into slices.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'north-american'\, 'breads'\, 'breakfast'\, 'american'\, 'oven'\, 'holiday-event'\, 'kid-friendly'\, 'dietary'\, 'christmas'\, 'thanksgiving'\, 'quick-breads'\, 'taste-mood'\, 'sweet'\, 'equipment'\, 'number-of-servings']",{'breakfast'}
48641,Christmas Mint Cookies,I got these from a co worker and she told me they tasted like Girl Scout Cookies so I tryed them. I am do have to say they taste as close to the Girl Scout cookies as you can get. Prep times includes the chilling.,"[""1/2  lb   Melting Chocolate baking chocolate""\,""2 -3   drops    peppermint extract""\,""1   package    Ritz cracker""]",682,1,"['Melt Chocolate over low heat.'\, 'Add 2 to 3 drops of Peppermint oil.'\, 'You do not need alot so make sure they are small drops.'\, 'Mix.'\, 'Line a cookies sheet with foil.'\, 'Dip Crackers into Chocolate\,Cover and lay on cookie sheet make sure they do not touch.'\, 'Chill until firm.'\, 'Enjoy.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, '5-ingredients-or-less'\, 'desserts'\, 'lunch'\, 'easy'\, 'refrigerator'\, 'holiday-event'\, 'kid-friendly'\, 'cookies-and-brownies'\, 'stove-top'\, 'dietary'\, 'christmas'\, 'equipment'\, 'number-of-servings']","{'cookie'\, 'dessert'\, 'lunch'}"
316051,Dog Christmas Cookies,"This recipe is so easy to fix and its a perfect christmas gift for your dog.  I got it from HealthRecipes.com.  My dog, Chewy, loves them.  Its so funny how he just sits and watches me make them like he knows they are for him.  I usually make them while we are decorating the Chistmas tree, so I can just stir up the ingredients and then pop them in the oven.  Then I put a few decorations on the tree and by that time they are finished.","[""2   cups    whole wheat flour""\,""2   teaspoons    garlic powder""\,""2   cups    white flour""\,""1   cup    skim milk powder""\,""2       eggs""\,""  water""\,""1/2  cup   pork dripping""]",664,1,"['Preheat oven to 350 degrees F.'\, 'Mix ingredients together with enough water to make a stiff dough.'\, 'Roll out and cut into Christmas shapes.'\, 'Bake on cookie sheet until hard.']","['60-minutes-or-less'\, 'time-to-make'\, 'preparation'\, 'occasion'\, 'easy'\, 'beginner-cook'\, 'holiday-event'\, 'pet-food'\, 'christmas'\, 'novelty']","{'cookie'\, 'dessert'}"
267807,Christmas Broccoli Salad,Great at Christmastime!  Red and green colors make this salad so festive!  So easy to make and looks great in a trifle dish or glass bowl.,"[""4 1/2  cups    fresh broccoli florets""\,""3   cups    sweet red peppers\, chopped ""\,""10   slices    bacon\, strips cooked and crumbled ""\,""1/3  cup    green onion\, sliced ""\,""1/4  cup    pecans\, chopped ""\,""3/4  cup    mayonnaise""\,""1   tablespoon    cider vinegar""\,""1   dash    pepper""]",57,16,"['In a large bowl\, combine the first five ingredients.'\, 'In a small bowl\, combine the mayonnaise\, cider vinegar and pepper until smooth.  Pour dressing over broccoli mixture; toss to coat.'\, 'Cover and refrigerate until serving.']","['15-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'salads'\, 'vegetables'\, 'easy'\, 'holiday-event'\, 'salad-dressings'\, 'christmas'\, 'broccoli'\, 'number-of-servings'\, '3-steps-or-less']",{'salad'}
519340,Italian Christmas Cookies,A traditional Italian Cookie,"[""4       eggs""\,""1   cup    sugar""\,""1/2  cup    butter""\,""2   teaspoons    vanilla""\,""3 1/2  cups    flour""\,""4   teaspoons    baking powder""\,""2   cups   sifted confectioners\\u0027 sugar""\,""2   teaspoons    vanilla""\,""6   teaspoons    water""]",52,24,"['Firstly\, sift the flour and baking powder together into a bowl.'\, 'Then\, in a larger bowl\, cream butter and sugar. Beat in eggs and add vanilla\, then pour the dry ingredients into the wet and mix.'\, 'Knead and add flour as needed to keep dough from sticking to hands.  Pinch off dough\, roll in your hands to form a log and then twirl into shape.  Place on greased cookie sheets.'\, 'Bake at 375 for 10 minutes.'\, 'Combine the next 3 ingredients until creamy.'\, 'Dip cookies into icing and sprinkle with trim.  Place on wire rack with wax paper on counter to collect the dripping icing and sprinkles.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'for-large-groups'\, 'healthy'\, 'drop-cookies'\, 'desserts'\, 'cookies-and-brownies'\, 'dietary'\, 'number-of-servings']","{'cookie'\, 'dessert'\, 'healthy'}"
365868,Christmas Chocolate Cake,"Here is another great recipe, that everyone should make for that wonderful Holiday Season - so tasty -","[""1 (4   ounce) package   sweet chocolate""\,""1/2  cup    boiling water""\,""2   cups    flour""\,""1   teaspoon    baking soda""\,""1/2  teaspoon    salt""\,""1   cup    butter""\,""2   cups    sugar""\,""4       eggs\, separated ""\,""1   teaspoon    vanilla""\,""1   cup    buttermilk""\,""  coconut pecan frosting""]",104,12,"['Preheat oven to 350F .  Grease bottom of three 9-inch layer pans with wax paper.'\, 'In saucepan\, melt chocolate over boiling water (in double boiler).  Let cool.'\, 'In small bowl\, mix flour\, baking soda and salt.  Set aside.'\, 'In large bowl (with electric mixer)\, cream butter and sugar until light and fluffy.  Beat egg yolks and vanilla.  Stir in chocolate.  Add flour mixrture alternately wirh buttermilk\, beginning and ending with flour mixture\, beating well.'\, 'In separare bowl\, beat egg whites unitl stiff peaks form.  Fold into batter gently and thoroughly.'\, 'Divide batter among the 3 pans - smoothing the tops.  Bake in pre-heated oven for 30 minutes or until cake springs back when touched in center.  Cool cake pans on racks for 25 minutes.  Remove cakes from pans and peel off wax paper.  Cool cakes completely on racks before frosting.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'desserts'\, 'holiday-event'\, 'cakes'\, 'christmas']","{'cake'\, 'dessert'}"
14304,Christmas Fruit Drops,These yummy treats are one of my favourites on a Christmas cookie tray. Better than fruitcake!,"[""1/2  cup   soft butter or 1/2  cup   soft margarine""\,""3/4  cup   packed brown sugar""\,""1   large    egg""\,""1   teaspoon    vanilla extract""\,""1 1/4  cups    all-purpose flour""\,""1/2  teaspoon    baking powder""\,""1/2  teaspoon    salt""\,""1/2  teaspoon    cinnamon""\,""1   cup   chopped dates""\,""1   cup    candied cherry\, cut in pieces ""\,""1       candied pineapple slice\, cut in pieces ""\,""1/2  cup   chopped walnuts or 1/2  cup   chopped pecans""\,""1/2  cup    slivered almonds""]",754,1,"['Preheat oven to 325F degrees.'\, 'With electric mixer\, cream butter and sugar together well; beat in egg\, then vanilla.'\, 'With a wooden spoon\, stir in flour\, baking powder\, salt and cinnamon.'\, 'Add remaining ingredients and combine well.'\, 'Drop by teaspoonfuls onto a cookie sheet; I use parchment paper on the cookie sheet when I bake these to prevent sticking.'\, 'Bake for approximately 15 minutes.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'north-american'\, 'drop-cookies'\, 'desserts'\, 'fruit'\, 'canadian'\, 'oven'\, 'potluck'\, 'heirloom-historical'\, 'holiday-event'\, 'vegetarian'\, 'cookies-and-brownies'\, 'nuts'\, 'dietary'\, 'gifts'\, 'christmas'\, 'tropical-fruit'\, 'pineapple'\, 'to-go'\, 'equipment'\, 'number-of-servings']","{'dessert'\, 'vegetarian'}"
400982,Christmas Coffee Cake,"This is a delicious coffee cake recipe i found in a local cookbook from a past home, the topping swirled throughout the cake makes it moist, but crunchy! you won't regret trying this one.","[""1/2  cup    shortening""\,""3/4  cup    sugar""\,""1   teaspoon    vanilla""\,""3       eggs""\,""2   cups    sifted flour""\,""1   teaspoon    baking powder""\,""1   teaspoon    baking soda""\,""1   cup    sour cream""\,""6   tablespoons   soft butter""\,""1   cup   firmly packed brown sugar""\,""2   teaspoons    cinnamon""\,""1   cup   chopped pecans""]",87,12,"['Cream together shortening\, sugar\, and vanilla. Add eggs\, one at a time\, and beat well after each. Sift together flour\, baking powder\, and baking soda. add 1/3 dry ingredients to batter\, then 1/3 sour cream. Repeat additions of dry ingredients and sour cream two more times\, beating only until incorporated after each addition.'\, 'For topping: mix with a fork the butter\, brown sugar\, cinnamon\, and pecans. Grease a 9x13-inch pan. Put half the batter in the pan\, then half the topping\, remaining batter\, and remaining topping.'\, 'Bake at 350 for 28 minutes in a metal pan\, or at 325 for 30-35 minutes in a pyrex pan.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'breads'\, 'easy'\, 'holiday-event'\, 'coffee-cakes'\, 'christmas'\, 'brunch'\, '3-steps-or-less']","{'cake'\, 'dessert'}"
384832,Mom's Christmas Cookies,"These are ""THE BEST"" cut out christmas cookies.
They are super soft. Everyone always asks her for the recipe.","[""2/3  cup    white sugar""\,""1   teaspoon    salt""\,""8   tablespoons    margarine""\,""1   teaspoon    vanilla""\,""2       eggs""\,""2   cups    flour""\,""1   teaspoon    baking powder""\,""1   teaspoon    baking soda""\,""""\,""1   cup    powdered sugar""\,""1   tablespoon   softened margarine""\,""1/2  teaspoon    vanilla""\,"" splash of milk to moisten the powdered sugar. can slowly add a little more milk to make the frosting powdered sugar""\,""  food coloring""]",20,36,"['Put the first 5 ingredients in a bowl.'\, 'Beat well with an electric mixer.'\, 'Add the flour.'\, 'Mix gently with a spoon until well blended.'\, 'Cover and put in the refrigerator.'\, 'Chill well.'\, 'Roll the dough out on a flat\, floured surface.'\, 'Do not roll the dough out too thin or too thick. I usually roll it out to about a 1/4 inch thick.'\, 'Cut your cookies out and put them on an ungreased cookie sheet.'\, 'Bake in the oven for 12-14 minutes at 350 degrees.'\, '**Note** do not overbake. I usually take them out of the over when the bottom of the cookies are slightly brown.'\, 'Let cool in a single layer on wax paper.'\, 'When they are cool\, frost and decorate with colored sugars.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'desserts'\, 'holiday-event'\, 'cookies-and-brownies'\, 'christmas'\, 'number-of-servings']","{'cookie'\, 'dessert'}"
506240,Herbal Christmas Tea,This herbal tea oozes with Christmas spirit! An easy night delight you can whip up in a couple minutes.,"[""1/4  teaspoon    ground ginger""\,""1/2  teaspoon    ground cinnamon""\,""5       whole cloves""\,""1 -2   tablespoon    honey (or to desired sweetness )""\,""1   cup    water""]",269,1,"['Boil water. Add ginger\, cinnamon and cloves.'\, 'When boiling\, take pot off the burner and let it steep for 5-10 minutes\, or until desired strength.'\, 'Add honey.']",[''],"{'low-calorie'\, 'low-sodium'\, 'vegetarian'\, 'healthy'\, 'low-carb'\, 'low-fat'}"
80479,Christmas Butter Cookies,These are very buttery tasting cookies and fun to decorate.,"[""6   cups    flour""\,""1   teaspoon    baking powder""\,""1/2  teaspoon    salt""\,""1   lb    butter""\,""6       egg yolks""\,""1   cup    sugar""\,""1/2  pint   of whole cream""\,""1 1/2  teaspoons    lemon juice""\,""1/2  teaspoon    fresh lemon rind""\,"" add a additional little bit cream\, if needed ""]",1756,1,"['Add flour\, baking powder\, salt\, and butter- need like pie dough.  Make a hole in center of dough so that the middle of the bottom of the bowl shows through.'\, 'Add egg yolks\, sugar\, cream\, lemon juice and rind.'\, 'Knead till blended.'\, 'Divide dough into 4 balls and place in fridge and chill for a few hours (I usually chill overnight).'\, 'Roll out dough and use cookie cutters.'\, 'Bake at 325°F for about 15 minutes.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'north-american'\, 'desserts'\, 'american'\, 'oven'\, 'heirloom-historical'\, 'holiday-event'\, 'cookies-and-brownies'\, 'dietary'\, 'christmas'\, 'equipment'\, 'number-of-servings']","{'cookie'\, 'dessert'}"
105857,Christmas Apricot Balls,These are another version of apricot balls often served at christmas.super quick and easy!,"[""250   g    dried apricots""\,""400   g    condensed milk (or less)""\,""1/2  cup    brown sugar""\,""1/2  cup    coconut""\,""1 -2   tablespoon    sherry wine""\,""1      grated orange\, rind of""\,"" extra coconut""]",29,30,"['mince apricots and place in bowl.'\, 'add other ingredients and mix well.'\, 'form into balls and roll into coconut (if needing a thicker consistency to form balls just add extra coconut).'\, 'store in fridge.']","['15-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'appetizers'\, 'lunch'\, 'easy'\, 'no-cook'\, 'holiday-event'\, 'gifts'\, 'christmas'\, 'number-of-servings'\, 'technique']","{'appetizer'\, 'lunch'}"
408676,Christmas Eve Crisp,This is one of the most delightful desserts that I have ever made - anytime of the year!!  so Delicious!!,"[""3   cups    rhubarb (fresh or frozen)""\,""4   tablespoons    flour""\,""1 (300   g) package   frozen blueberries\, about 2 cups ""\,""1 (225   g) package   frozen raspberries\, about 2 cups ""\,""1/2  cup    golden raisin""\,""1   cup    grapes\, green seedless ""\,""4   cups    apples\, peeled\, sliced ""\,""1/2  cup    walnuts\, chopped ""\,""2   cups   cubed peaches (or 1-14oz can\, drained\, chopped)""\,""1 1/2  cups    brown sugar""\,""1   teaspoon    cinnamon""\,""2/3  cup    butter\, at room temperature ""\,""1 1/4  cups    flour""]",220,10,"['Preheat oven to 350°F  Lightly butter sides of 9x13x2-inch baking dish.'\, 'Place frozen rhubarb in a sieve and run under cold water till pieces are separated and ice crystals have melted.  Drain well and pat dry.  Spread over bottom of dish.  Sprinkle with 1 tablespoons of flour.'\, 'Cover with 4 cups of sliced peeled apples. Sprinkle with another tablespoon of flour.'\, 'Top with layer of bleuberries.  Sprinkle with another tablespoon of flour.  Spoon raspberries over top\, Sprinkle with remaining tablespoon of flour.'\, 'Then scatter raisins over top\, then the cubed peaches.'\, 'Stir 1/2 cup brown sugar with 1/2 teaspoons cinnamon.  Sprinkle over peaches.  Then stir butter with remaining cup of brown sugar until creamy.'\, 'Gradually stir in 1 1/4 cups flour and remaining 1/2 teaspoons cinnamon\, working with a fork or your fingers till crumbly.Evenly sprinkle over fruit.'\, 'Bake in center of preheated oven for 55-60 minutes\, till apples seem tender when pierced with a fork.  Remove from oven and let sit for 10 minutes before serving.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'low-protein'\, 'cobblers-and-crisps'\, 'desserts'\, 'holiday-event'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'low-in-something']","{'dessert'\, 'low-sodium'}"
14071,Rich Christmas Fruitcake,"A very very rich fruitcake...perfect for Christmas, just remember, the longer it sits in the tin, the tastier it will be.","[""450   g    currants""\,""175   g    sultanas""\,""175   g    raisins""\,""50   g    glace cherries\, chopped ""\,""50   g    candied fruit\, chopped ""\,""1/2  cup    brandy""\,""225   g    flour""\,""1/2  teaspoon    salt""\,""1/2  teaspoon    ground nutmeg (fresh)""\,""1/2  teaspoon    mixed spice""\,""1/2  teaspoon    ground ginger""\,""1/2  teaspoon    cinnamon""\,""225   g    butter""\,""225   g    soft brown sugar\, the gooey sort ""\,""4   large    eggs""\,""50   g   chopped almonds""\,""1   tablespoon    treacle""\,""  lemon\, rind of ""\,""  orange\, rind of ""\,""  orange\, juice of ""]",2758,1,"['The night before you cook this place all the fruit fruit peel and nuts into a bowl and soak for 12 hours in the brandy and orange juice; Stir every time you go into the kitchen!'\, 'pre-heat oven to 275ºF/140ºC.'\, 'Grease and line with greaseproof paper an 8 inch/20cm round cake tin.'\, 'Sift the flour salt and spices into a large mixing bowl.'\, 'In a separate bowl cream the butter and sugar together until the mixtures fluffy.'\, 'Beat the eggs and add them a little at a time.'\, 'Fold in the flour and spices.'\, 'Stir in the fruit that has been soaking along with any excess liquid.'\, 'Mix in the treacle.'\, 'Spoon into the cake tin and spread out evenly.'\, 'Cover the cake with a double square of greaseproof paper with a small hole in the top.'\, 'Bake the cake on the lower shelf for 4& 1/4- 3/4 hours.'\, 'When the cake is cold wrap in double greaseproof paper and store in an airtight tin.'\, 'Feed the cake every two days for the first 2 weeks with a spoonful of brandy and/or orange juice and/or glacè cherry syrup.'\, 'First poke little holes in the cake with a knitting needle or a skewer.'\, 'Come Christmas you will have a very very rich fruit cake.'\, ""Use royal icing to ice it or almond paste and royal icing\, I don't like almond paste!""]","['weeknight'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'desserts'\, 'eggs-dairy'\, 'oven'\, 'european'\, 'heirloom-historical'\, 'holiday-event'\, 'vegetarian'\, 'winter'\, 'cakes'\, 'english'\, 'grains'\, 'eggs'\, 'dietary'\, 'christmas'\, 'seasonal'\, 'wedding'\, 'pasta-rice-and-grains'\, 'equipment'\, 'number-of-servings']","{'dessert'\, 'vegetarian'\, 'english'}"
